,name,salary_from,salary_to,salary_currency,area_name,published_at
903,DevOps,,,,Тбилиси,2022-12-23T17:53:06+0300
904,Инженер - техник слаботочник ОПС (охранно-пожарная сигнализация),50000.0,,RUR,Петрозаводск,2022-12-23T12:41:07+0300
905,Программист-консультант 1C,63000.0,63000.0,RUR,Москва,2022-12-23T12:22:21+0300
906,Механик-наладчик оборудования,35000.0,,RUR,Вологда,2022-12-23T16:40:54+0300
907,Наладчик-оператор токарных станков с ЧПУ,55000.0,70000.0,RUR,Нижний Новгород,2022-12-23T14:23:21+0300
908,Системный архитектор (PaaS),,,,Москва,2022-12-23T13:50:47+0300
909,Старший системный администратор Linux,120000.0,,RUR,Санкт-Петербург,2022-12-23T16:31:08+0300
910,Токарь,120000.0,120000.0,RUR,Уфа,2022-12-23T16:12:16+0300
911,Системный аналитик (трайб Digital),,,,Москва,2022-12-23T16:18:24+0300
912,Оператор токарного станка с ЧПУ,,,,Калязин,2022-12-23T14:08:44+0300
913,Менеджер по развитию бизнеса (сетевое оборудование),40000.0,75000.0,RUR,Воронеж,2022-12-23T12:41:41+0300
914,Системный администратор (ведущий инженер),80000.0,,RUR,Москва,2022-12-23T15:56:10+0300
915,Архитектор решений,,,,Курск,2022-12-23T17:30:52+0300
916,Системный аналитик DWH,,,,Саратов,2022-12-23T17:10:40+0300
917,Ведущий эксперт отдела администрирования процессов эксплуатации,65000.0,,RUR,Москва,2022-12-23T15:55:06+0300
918,Программист C#,,,,Санкт-Петербург,2022-12-23T15:57:00+0300
919,Программист 1С (удаленно),100000.0,160000.0,RUR,Москва,2022-12-23T13:05:46+0300
920,Главный механик (Забайкальский край),,,,Барнаул,2022-12-23T13:56:28+0300
921,Слесарь-механик по ремонту грузового транспорта и строительно-дорожных машин,65000.0,,RUR,Москва,2022-12-23T15:06:26+0300
922,Наладчик станков и манипуляторов с программным числовым управлением 5 разряда,60000.0,,RUR,Москва,2022-12-23T12:59:40+0300
923,Инженер по технической поддержке,40000.0,,RUR,Москва,2022-12-23T14:16:36+0300
924,QA Engineer (Management Systems),,120000.0,RUR,Новосибирск,2022-12-23T12:28:27+0300
925,Главный специалист (Java-разработчик),,,,Москва,2022-12-23T13:48:13+0300
926,Ведущий бродкаст дизайнер,180000.0,,RUR,Москва,2022-12-23T14:26:21+0300
927,Специалист службы технической поддержки,40000.0,,RUR,Москва,2022-12-23T14:17:01+0300
928,Продуктовый аналитик / Middle Product Analyst,,,,Москва,2022-12-23T16:26:26+0300
929,Педагог информационных технологий и технологий виртуальной реальности,45000.0,54000.0,RUR,Колтуши,2022-12-23T14:45:59+0300
930,Producer of education products (Code),,,,Москва,2022-12-23T16:01:19+0300
931,Архитектор решений,,,,Самара,2022-12-23T17:30:53+0300
932,Web Developer (Full stack),,,,Тюмень,2022-12-23T16:09:52+0300
933,Программист 1С WMS,,310000.0,RUR,Москва,2022-12-23T15:09:43+0300
934,Ведущий специалист по внедрению информационных систем,120000.0,,RUR,Москва,2022-12-23T13:30:16+0300
935,Системный администратор Linux,150000.0,,RUR,Санкт-Петербург,2022-12-23T13:35:00+0300
936,Ведущий инженер-разработчик РЭА,80000.0,100000.0,RUR,Санкт-Петербург,2022-12-23T16:05:19+0300
937,Инженер по технической поддержке,40000.0,,RUR,Москва,2022-12-23T14:17:52+0300
938,Сервисный инженер по диагностике,,,,Чита,2022-12-23T12:57:50+0300
939,"Системный аналитик (проект миграции, банковский процессинг)",,,,Москва,2022-12-23T17:35:34+0300
940,Специалист по автоматизации тестирования мобильных приложений Android (Wink),,,,Москва,2022-12-23T13:58:05+0300
941,Архитектор по работе с данными,,,,Москва,2022-12-23T13:58:12+0300
942,Монтажник\Сервис-Инженер,45000.0,,RUR,Санкт-Петербург,2022-12-23T16:29:43+0300
943,Сервисный инженер (дорожно-строительная техника),45000.0,,RUR,Краснодар,2022-12-23T16:20:27+0300
944,"Системный архитектор (ООО ""ТРАНССОФТТЕЛЕМАТИКА"")",,,,Москва,2022-12-23T12:29:44+0300
945,Инженер-электроник (станочник),60000.0,70000.0,RUR,Саратов,2022-12-23T15:50:41+0300
946,Инженер технической поддержки,,,,Ижевск,2022-12-23T16:55:31+0300
947,Системный аналитик,,,,Москва,2022-12-23T13:31:19+0300
948,Java-разработчик (Middle/Senior),,,,Самара,2022-12-23T12:55:36+0300
949,Руководитель проекта (MES),,,,Москва,2022-12-23T15:49:25+0300
950,Руководитель ИТ-проектов (Градостроительство),,,,Москва,2022-12-23T15:46:54+0300
951,Разработчик PostgreSQL/Greenplum,,,,Москва,2022-12-23T13:49:36+0300
952,Архитектор по работе с данными,,,,Санкт-Петербург,2022-12-23T14:01:34+0300
953,Педагог информационных технологий и технологий виртуальной реальности,45000.0,54000.0,RUR,Мурино,2022-12-23T14:45:59+0300
954,Ведущий инженер-программист АСУТП по направлению Телемеханика,90000.0,,RUR,Уфа,2022-12-23T15:37:13+0300
955,"Код-ревьюер на курс ""Android-разработчик""",,,,Москва,2022-12-23T13:53:17+0300
956,Руководитель проектов по внедрению WMS систем (аккредитованная ИТ-компания),,,,Москва,2022-12-23T14:03:24+0300
957,Senior Java разработчик,,,,Уфа,2022-12-23T13:49:36+0300
958,Программист 1С,80000.0,,RUR,Томск,2022-12-23T12:42:08+0300
959,Начальник технологического бюро (приборное производство),81200.0,,RUR,Королев,2022-12-23T13:50:04+0300
960,Разработчик интеграционных решений на платформе Java,,,,Иркутск,2022-12-23T16:06:12+0300
961,Специалист по защите информации (группа проектирования),,,,Санкт-Петербург,2022-12-23T13:39:04+0300
962,Главный механик (Забайкальский край),,,,Омск,2022-12-23T13:55:01+0300
963,Senior/Lead QA Engineer,2500.0,,USD,Турция,2022-12-23T14:05:02+0300
964,QA инженер (backend),,,,Уфа,2022-12-23T12:11:16+0300
965,.Net разработчик,,,,Воронеж,2022-12-23T13:10:50+0300
966,Инженер по технической поддержке,40000.0,,RUR,Москва,2022-12-23T14:18:13+0300
967,Senior Java Developer (FullStack),,,,Санкт-Петербург,2022-12-23T13:09:45+0300
968,Ведущий SRE-инженер,,,,Москва,2022-12-23T14:58:08+0300
969,Системный администратор,,,,Селятино,2022-12-23T13:22:14+0300
970,Специалист по защите информации (группа внедрения),,,,Санкт-Петербург,2022-12-23T13:39:29+0300
971,Сетевой инженер (направление ME),,,,Новосибирск,2022-12-23T12:28:43+0300
972,PHP-программист,180000.0,,RUR,Королев,2022-12-23T12:40:22+0300
973,Инженер технической поддержки,,,,Тольятти,2022-12-23T16:53:12+0300
974,Senior / Middle Разработчик ASP.NET (Web Forms),,,,Москва,2022-12-23T16:26:26+0300
975,Producer of education products (Design),,,,Москва,2022-12-23T16:01:16+0300
976,Инженер-механик по ремонту двигателей/моторист,100000.0,,RUR,Зеленоград,2022-12-23T14:20:56+0300
977,Архитектор решений,,,,Нижний Новгород,2022-12-23T17:30:51+0300
978,Токарь,,,,Нефтекамск,2022-12-23T17:10:50+0300
979,Архитектор MES,,,,Москва,2022-12-23T14:57:56+0300
980,Фрезеровщик,40000.0,45000.0,RUR,Зеленодольск (Республика Татарстан),2022-12-23T15:07:38+0300
981,Senior Security Assessment Specialist,,,,Москва,2022-12-23T13:51:42+0300
982,Инженер-программист (автодорога М-11),125000.0,143750.0,RUR,Химки,2022-12-23T14:34:25+0300
983,Разработчик 1С,,,,Москва,2022-12-23T17:14:33+0300
984,Full Stack Node.js/Vue.js developer,,,,Санкт-Петербург,2022-12-23T17:20:08+0300
985,Консультант- аналитик 1С по бухгалтерскому учету,,,,Москва,2022-12-23T16:42:03+0300
986,SOC Solution Expert (SIEM),,,,Москва,2022-12-23T13:51:55+0300
987,Разработчик 1С БУХ/ЗУП (удаленно),130000.0,130000.0,RUR,Санкт-Петербург,2022-12-23T12:12:46+0300
988,Главный механик (Забайкальский край),,,,Кемерово,2022-12-23T13:56:12+0300
989,Product Designer (B2B Department),3000.0,,USD,Москва,2022-12-23T15:14:24+0300
990,"Руководитель направления финансового планирования и анализа (Head of FP&A, Санкт Петербург)",,,,Ярославль,2022-12-23T12:03:15+0300
991,NOC Engineer,,,,Тбилиси,2022-12-23T12:21:16+0300
992,Токарь,45000.0,50000.0,RUR,Зеленодольск (Республика Татарстан),2022-12-23T15:06:57+0300
993,Педагог информационных технологий и технологий виртуальной реальности,45000.0,54000.0,RUR,Санкт-Петербург,2022-12-23T14:45:59+0300
994,Сервисный инженер,,,,Москва,2022-12-23T12:37:05+0300
995,Оператор токарного станка с ЧПУ,,,,Луховицы,2022-12-23T14:08:44+0300
996,NOC Engineer,,,,Армения,2022-12-23T12:21:16+0300
997,Консультант SAP EWM,,,,Москва,2022-12-23T12:57:35+0300
998,NOC Engineer,,,,Кишинёв,2022-12-23T12:21:16+0300
999,Разработчик 1С БУХ/ЗУП (удаленно),130000.0,130000.0,RUR,Казань,2022-12-23T12:12:55+0300
1000,Электромеханик по обслуживанию и ремонту ПС и механооборудования (г. Норильск),100000.0,110000.0,RUR,Новосибирск,2022-12-23T15:21:37+0300
1001,Lead Game Designer,,,,Москва,2022-12-23T15:49:33+0300
1002,React Native разработчик (ДОМ24),,,,Москва,2022-12-23T15:27:32+0300
1003,Middle C# Developer,2500.0,3000.0,USD,Турция,2022-12-23T14:12:04+0300
1004,DevOps-инженер (Эксперт группы платформенных сервисов),,,,Санкт-Петербург,2022-12-23T17:00:33+0300
1005,С/С++ Developer (Wireless),,,,Новосибирск,2022-12-23T12:29:35+0300
1006,Solution architect (Cloud Storage),,,,Москва,2022-12-23T14:58:39+0300
1007,"Консультант 1C ERP: внедрение, поддержка и развитие системы. Модуль Документооборот",,,,Москва,2022-12-23T16:05:03+0300
1008,Токарь 4 разряд,80000.0,,RUR,Тула,2022-12-23T17:18:46+0300
1009,"Токарь 5 разряда (Оса, Пермь)",30000.0,30000.0,RUR,Пермь,2022-12-23T16:04:50+0300
1010,SAP Basis Administrator (international project),,,,Москва,2022-12-23T13:51:03+0300
1011,Токарь 5 разряда (ХМАО),114000.0,114000.0,RUR,Когалым,2022-12-23T16:04:49+0300
1012,Автотестировщик / QA Auto (senior),,,,Москва,2022-12-23T13:19:26+0300
1013,PHP developer,,,,Москва,2022-12-23T14:08:44+0300
1014,Специалист по информационной безопасности,,,,Санкт-Петербург,2022-12-23T13:58:40+0300
1015,NOC Engineer,,,,Минск,2022-12-23T12:37:36+0300
1016,Архитектор решений,,,,Казань,2022-12-23T17:30:52+0300
1017,"Инженер технической поддержки 2-ой линии (в компанию резидент ""Сколково"")",,,,Москва,2022-12-23T17:10:52+0300
1018,Специалист по информационной безопасности,,,,Москва,2022-12-23T13:58:40+0300
1019,Архитектор EA Tool,,,,Москва,2022-12-23T17:15:51+0300
1020,Team Lead Network and Voice Operations team,,,,Москва,2022-12-23T14:13:20+0300
1021,NOC Engineer,,,,Ташкент,2022-12-23T12:21:16+0300
1022,Senior+ Backend (Go) Developer (Checkout Team),5000.0,,USD,Москва,2022-12-23T16:23:01+0300
1023,1С Middle разработчик,,180000.0,RUR,Москва,2022-12-23T15:24:38+0300
1024,NOC Engineer,,,,Баку,2022-12-23T12:21:16+0300
1025,Full Stack Node.js/Vue.js developer,,,,Минск,2022-12-23T17:20:08+0300
1026,Senior Android Developer,,,,Кипр,2022-12-23T17:45:48+0300
1027,Дежурный инженер SOC,,,,Санкт-Петербург,2022-12-23T12:06:18+0300
1028,Senior C# developer,2500.0,,USD,Турция,2022-12-23T14:09:33+0300
1029,"C# Developer, Real Estate Advisory, Data & Solutions",,,,Москва,2022-12-23T16:22:21+0300
1030,Middle/Senior 3D Animator (Gamedev),,,,Москва,2022-12-23T13:52:09+0300
1031,Senior Data Analyst,,,,Москва,2022-12-23T13:50:02+0300
1032,Senior C++ developer/Старший инженер-программист С++ (Data Services),,,,Санкт-Петербург,2022-12-23T19:46:54+0300
1033,Team Lead в команду NoSQL (юнит DBA),,,,Москва,2022-12-23T18:16:17+0300
1034,Главный системный администратор Linux (ЕМ),,,,Нижний Новгород,2022-12-23T18:10:57+0300
1035,Ведущий программист 1С,,150000.0,RUR,Санкт-Петербург,2022-12-23T19:19:44+0300
1036,Разработчик python в инфраструктурную группу,,,,Москва,2022-12-23T18:29:56+0300
1037,Android-разработчик в Рекламную сеть Яндекса,,,,Екатеринбург,2022-12-23T19:47:45+0300
1038,Автор студенческих работ по архитектуре и строительству (удаленно),35000.0,,RUR,Красноярск,2022-12-23T18:10:14+0300
1039,Инженер-разработчик С (Linux Kernel),,,,Москва,2022-12-23T18:22:34+0300
1040,Автор студенческих работ по экономике (удаленно),35000.0,,RUR,Нижний Новгород,2022-12-23T18:11:25+0300
1041,IOS-разработчик в Рекламную сеть Яндекса,,,,Екатеринбург,2022-12-23T19:48:00+0300
1042,Technical Lead PHP,,,,Тбилиси,2022-12-23T18:09:57+0300
1043,IOS-разработчик в Рекламную сеть Яндекса,,,,Санкт-Петербург,2022-12-23T19:48:06+0300
1044,1С программист (ЕМ),,,,Москва,2022-12-23T18:14:28+0300
1045,ML-разработчик в группу спецпроектов поиска,,,,Москва,2022-12-23T19:46:55+0300
1046,Lead NOC Engineer,,,,Армения,2022-12-23T18:18:20+0300
1047,Разработчик Ruby в инфраструктурную группу,,,,Москва,2022-12-23T18:30:18+0300
1048,Автор студенческих работ по педагогике (удаленно),35000.0,,RUR,Казань,2022-12-23T18:11:35+0300
1049,Консультант системы календарного планирования,,,,Москва,2022-12-23T18:49:37+0300
1050,Директор проекта (строительство молочно-товарной фермы),,,,Москва,2022-12-23T18:16:18+0300
1051,Автор студенческих работ по программированию (удаленно),50000.0,,RUR,Челябинск,2022-12-23T18:10:28+0300
1052,Автор студенческих работ по психологии (удаленно),35000.0,,RUR,Самара,2022-12-23T18:09:41+0300
1053,Автор студенческих работ по юриспруденции и праву (удаленно),35000.0,,RUR,Екатеринбург,2022-12-23T18:11:59+0300
1054,Инженер системы технического документооборота,,,,Москва,2022-12-23T18:49:47+0300
1055,Инженер-разработчик С (Linux FS),,,,Москва,2022-12-23T18:01:06+0300
1056,Lead NOC Engineer,,,,Ташкент,2022-12-23T18:18:20+0300
1057,Инженер системы календарного планирования,,,,Москва,2022-12-23T18:49:50+0300
1058,Lead NOC Engineer,,,,Минск,2022-12-23T18:35:25+0300
1059,Tech Lead GoLang,,,,Тбилиси,2022-12-23T18:00:05+0300
1060,Lead NOC Engineer,,,,Кишинёв,2022-12-23T18:18:20+0300
1061,Lead NOC Engineer,,,,Баку,2022-12-23T18:18:20+0300
